gene	log2FC	pvalue	padjs
Gx11576	-0.273	0.167	0.167
Gx42262	-0.243	0.0163	0.0163
Gx30419	-0.174	0.113	0.113
Gx94706	0.048	0.326	0.326
Gx24669	-0.041	0.904	0.904
Gx93726	-0.822	0.026	0.026
Gx17205	-0.325	0.0303	0.0303
Gx57010	-0.287	0.0933	0.0933
Dorin	0.539	0.000591	0.000591
Gx71247	0.033	0.486	0.486
Gx54451	0.03	0.688	0.688
Gx49370	-0.102	0.159	0.159
Gx37224	-0.029	0.755	0.755
Gx52850	0.11	0.656	0.656
Gx26976	-0.025	0.626	0.626
Gx47907	0.045	0.4	0.4
Gx39030	-0.267	0.145	0.145
Gx65994	0.152	0.241	0.241
Gx17044	0.688	0.412	0.412
Gx84165	0.334	0.38	0.38
Gx75422	-0.05	0.452	0.452
Gx21270	0.014	0.894	0.894
Gx95353	-0.206	0.00833	0.00833
Gx45758	0.009	0.868	0.868
Gx56195	-0.176	0.151	0.151
Gx41713	-0.042	0.626	0.626
Gx53079	0.181	0.186	0.186
Gx56802	-0.164	0.0314	0.0314
Gx61613	-0.26	0.345	0.345
Gx87625	0.088	0.177	0.177
Gx77231	0.088	0.128	0.128
Gx42913	-0.288	0.211	0.211
Gx39237	-0.014	0.831	0.831
Gx98325	0.269	0.408	0.408
Gx65489	0.023	0.734	0.734
Gx76140	0.105	0.0773	0.0773
Gx91917	0.043	0.651	0.651
Gx34919	0.02	0.789	0.789
Gx64018	0.064	0.635	0.635
Gx87947	-0.028	0.861	0.861
Gx60435	-0.03	0.626	0.626
Gx66301	-0.104	0.305	0.305
Gx24900	0.091	0.125	0.125
Gx61818	0.123	0.591	0.591
Gx78426	0.032	0.907	0.907
Gx81009	0.092	0.363	0.363
Gx75768	0.036	0.672	0.672
Gx22057	0.098	0.0835	0.0835
Gx37672	-0.094	0.631	0.631
Gx62138	0.094	0.107	0.107
Gx33687	-0.223	0.0527	0.0527
Gx28636	0.014	0.793	0.793
Gx19657	0.037	0.754	0.754
Gx38480	0.149	0.478	0.478
Gx18077	0.037	0.664	0.664
Gx45115	-0.193	0.139	0.139
Gx24296	-0.005	0.965	0.965
Gx43602	0.058	0.85	0.85
Gx41529	0.211	0.223	0.223
Gx42300	0.251	0.415	0.415
Gx54261	0.399	0.202	0.202
Gx47655	0.001	0.997	0.997
Gx54383	-0.241	0.615	0.615
Gx15003	0.012	0.834	0.834
Gx65751	0.095	0.169	0.169
Gx99754	0.212	0.0146	0.0146
Gx21014	-0.272	0.0435	0.0435
Gx76304	0.049	0.383	0.383
Gx55990	0.053	0.493	0.493
Gx19507	-0.141	0.179	0.179
Gx31129	0.112	0.471	0.471
Gx81630	-0.085	0.222	0.222
Gx61495	0.759	0.00298	0.00298
Gx75249	-0.108	0.271	0.271
Gx54715	0.09	0.162	0.162
Gx74698	-0.049	0.337	0.337
Gx86235	0.231	0.211	0.211
Gx67344	-0.022	0.669	0.669
Gx72816	-0.005	0.935	0.935
Gx77013	-0.094	0.374	0.374
Gx99593	0.07	0.538	0.538
Gx96613	-0.172	0.351	0.351
Gx18441	-0.006	0.948	0.948
Gx72765	-0.008	0.893	0.893
Gx37583	-0.155	0.0644	0.0644
Gx55472	-0.194	0.599	0.599
Gx14200	0.039	0.496	0.496
Gx15558	-0.546	0.0427	0.0427
Gx78900	0.066	0.579	0.579
Gx62054	0.025	0.596	0.596
Gx75271	-0.096	0.102	0.102
Gx35760	0.023	0.662	0.662
Gx21733	0.033	0.475	0.475
Gx47953	-0.142	0.576	0.576
Gx39968	-0.443	0.466	0.466
Gx71493	0.133	0.0245	0.0245
Gx76643	-0.088	0.272	0.272
Gx14438	0.113	0.302	0.302
Gx87185	0.072	0.613	0.613
Gx73537	0.175	0.0633	0.0633
Gx49039	-0.058	0.723	0.723
Gx10219	0.016	0.882	0.882
Gx55820	0.082	0.637	0.637
Gx18309	0.175	0.582	0.582
Gx63458	0.124	0.224	0.224
Gx25475	0.135	0.129	0.129
Gx68601	-0.063	0.741	0.741
Gx32660	0.071	0.226	0.226
Gx44103	-0.03	0.68	0.68
Gx96144	-0.19	0.814	0.814
Gx56914	0.101	0.0909	0.0909
Gx59438	-0.192	0.122	0.122
Gx95824	-0.3	0.0479	0.0479
Gx95826	0.008	0.882	0.882
Gx13269	-0.201	0.159	0.159
Gx31776	0.044	0.493	0.493
Gx98216	-0.355	0.00693	0.00693
Gx91829	-0.04	0.461	0.461
Gx32426	-0.246	0.0677	0.0677
Gx51713	0.063	0.443	0.443
Gx72119	0.145	0.303	0.303
Gx78164	0.119	0.613	0.613
Gx47866	-0.48	0.153	0.153
Gx56343	-0.115	0.0581	0.0581
Gx24719	-0.462	0.054	0.054
Gx34089	-0.401	0.0616	0.0616
Gx96449	-0.054	0.503	0.503
Gx57428	0.176	0.272	0.272
Gx64799	-0.103	0.358	0.358
Gx49822	0.001	0.985	0.985
Gx85090	-0.066	0.356	0.356
Gx46178	-0.022	0.653	0.653
Gx64335	0.172	0.514	0.514
Gx88216	-0.002	0.974	0.974
Gx97566	0.18	0.247	0.247
Gx13042	0.263	0.424	0.424
Gx51890	0.047	0.723	0.723
Gx71782	0.065	0.814	0.814
Gx19477	-0.047	0.529	0.529
Gx80914	-0.013	0.825	0.825
Gx35422	0.113	0.102	0.102
Gx36009	0.129	0.526	0.526
Gx24596	0.017	0.789	0.789
Gx26244	0.063	0.753	0.753
Gx16948	-0.083	0.21	0.21
Gx53179	0.097	0.165	0.165
Gx83788	0.075	0.212	0.212
Gx92608	0.191	0.0355	0.0355
Gx11168	-0.277	0.347	0.347
Gx61723	0.102	0.142	0.142
Gx37376	0.231	0.0993	0.0993
Gx90788	-0.174	0.0207	0.0207
Gx19976	-0.021	0.853	0.853
Gx87819	-0.097	0.484	0.484
Gx44080	-0.102	0.222	0.222
Gx40131	-0.114	0.45	0.45
Gx75966	0.21	0.0245	0.0245
Gx10326	-0.121	0.0891	0.0891
Gx26451	-0.036	0.644	0.644
Gx95721	-0.041	0.7	0.7
Gx79782	0.113	0.0782	0.0782
Gx68573	0.065	0.717	0.717
Gx33312	0.04	0.429	0.429
Gx64601	-0.437	0.022	0.022
Gx64288	-0.534	0.209	0.209
Gx39136	-0.024	0.963	0.963
Gx43842	-0.041	0.584	0.584
Gx19483	-0.499	0.169	0.169
Gx96041	-0.126	0.131	0.131
Gx32438	0.089	0.173	0.173
Gx50693	0.294	0.351	0.351
Gx52856	-0.022	0.673	0.673
Gx43329	0.186	0.148	0.148
Gx61661	-0.002	0.99	0.99
Gx65621	-0.101	0.207	0.207
Gx65814	0.053	0.57	0.57
Gx82823	-0.04	0.808	0.808
Gx92011	-0.232	0.129	0.129
Gx21030	-0.371	0.0317	0.0317
Gx86250	-0.097	0.364	0.364
Gx87201	-0.036	0.685	0.685
Gx18982	-0.012	0.935	0.935
Gx69042	0.079	0.313	0.313
Gx77784	0.067	0.693	0.693
Gx92138	0.137	0.0342	0.0342
Gx36345	0.088	0.681	0.681
Gx84350	-0.062	0.431	0.431
Gx78274	-1.731	0.0947	0.0947
Gx83765	-0.032	0.65	0.65
Gx11126	-0.076	0.168	0.168
Gx21911	0.154	0.0499	0.0499
Gx78285	0.058	0.355	0.355
Gx24817	-0.01	0.874	0.874
Gx13051	0.225	0.46	0.46
Gx45230	0.271	0.219	0.219
Gx26561	-0.069	0.32	0.32
Gx66453	-0.1	0.161	0.161
Gx15438	-0.11	0.338	0.338
Gx86651	0.125	0.305	0.305
Gx15103	0.002	0.987	0.987
Gx23054	-0.169	0.528	0.528
Gx85593	0.207	0.353	0.353
Gx32876	0.148	0.112	0.112
Gx40612	-0.041	0.466	0.466
Gx56048	-0.02	0.782	0.782
Gx88600	0.009	0.878	0.878
Gx88623	0.243	0.0965	0.0965
Gx71278	-1.109	0.00832	0.00832
Gx92040	-0.03	0.841	0.841
Gx18889	-0.137	0.581	0.581
Gx77037	-0.024	0.752	0.752
Gx81352	-0.311	0.401	0.401
Gx44593	-0.391	0.135	0.135
Gx76776	0.006	0.894	0.894
Gx13393	-0.035	0.754	0.754
Gx89936	-0.617	0.0304	0.0304
Gx63767	-0.12	0.0652	0.0652
Gx40563	0.238	0.067	0.067
Gx22167	-0.04	0.702	0.702
Gx28042	-0.004	0.986	0.986
Gx71997	0.062	0.461	0.461
Gx31445	-0.217	0.0194	0.0194
Gx99182	-0.17	0.361	0.361
Gx79694	0.112	0.32	0.32
Gx69889	-0.26	0.0244	0.0244
Gx54316	-0.157	0.0576	0.0576
Gx50579	0.164	0.287	0.287
Gx12865	0.184	0.629	0.629
Gx84335	-0.045	0.706	0.706
Gx33475	-0.229	0.258	0.258
Gx81999	-0.152	0.53	0.53
Gx53355	0.056	0.512	0.512
Gx79976	0.019	0.895	0.895
Gx65610	0.031	0.617	0.617
Gx16389	-0.4	0.0769	0.0769
Gx54967	0.003	0.956	0.956
Gx26234	0.08	0.505	0.505
Gx95156	0.273	0.0306	0.0306
Gx58899	0.06	0.304	0.304
Gx94813	-0.04	0.595	0.595
Gx60347	0.094	0.13	0.13
Gx86634	0.81	0.0209	0.0209
Gx32408	-0.031	0.79	0.79
Gx24423	-0.158	0.0749	0.0749
Gx81542	0.227	0.396	0.396
Gx75274	-0.061	0.479	0.479
Gx84953	-0.018	0.76	0.76
Gx10828	-0.105	0.429	0.429
Gx43958	0.075	0.149	0.149
Gx58009	-0.338	0.0598	0.0598
Gx57997	0.012	0.904	0.904
Gx49620	0.521	0.0532	0.0532
Gx88411	-0.074	0.767	0.767
Gx31751	-0.033	0.589	0.589
Gx80353	0.193	0.0558	0.0558
Gx71015	-0.05	0.705	0.705
Gx54433	0.371	0.0253	0.0253
Gx12092	-0.163	0.245	0.245
Gx75371	0.049	0.541	0.541
Gx19290	0.089	0.348	0.348
Gx70924	-0.134	0.497	0.497
Gx62118	-0.223	0.416	0.416
Gx89362	0.42	0.0673	0.0673
Gx72325	0.253	0.00694	0.00694
Gx11202	-0.073	0.429	0.429
Gx94245	-0.271	0.338	0.338
Gx24785	0.064	0.507	0.507
Gx86879	0.385	0.209	0.209
Gx93980	0.523	0.164	0.164
Gx98449	-0.109	0.863	0.863
Gx84107	-0.034	0.645	0.645
Gx91389	0.007	0.889	0.889
Gx30220	-0.292	0.291	0.291
Gx76129	-0.111	0.199	0.199
Gx41932	0.057	0.263	0.263
Gx38141	-0.264	0.49	0.49
Gx16408	-0.116	0.65	0.65
Gx78384	0.123	0.11	0.11
Gx87938	0.235	0.295	0.295
Gx25280	0.019	0.89	0.89
Gx50732	-0.236	0.413	0.413
Gx28770	0.15	0.0435	0.0435
Gx41460	0.164	0.074	0.074
Gx73298	-0.261	0.271	0.271
Gx69959	-0.136	0.292	0.292
Gx14193	0.051	0.617	0.617
Gx97437	-0.003	0.959	0.959
Gx48279	0.348	0.016	0.016
Gx67490	0.103	0.436	0.436
Gx49665	-0.019	0.735	0.735
Gx88018	0.707	0.229	0.229
Gx45158	0.03	0.576	0.576
Gx24242	-0.044	0.884	0.884
Gx61585	-0.269	0.122	0.122
Gx96139	0.161	0.453	0.453
Gx10385	0.079	0.385	0.385
Gx70067	-0.179	0.0468	0.0468
Gx53333	-0.02	0.729	0.729
Gx65018	-0.085	0.356	0.356
Gx79446	0.116	0.534	0.534
Gx28372	0.105	0.155	0.155
Gx82960	0.05	0.328	0.328
Gx32117	0.017	0.809	0.809
Gx29949	-0.107	0.317	0.317
Gx54195	-0.072	0.15	0.15
Gx43600	-0.233	0.356	0.356
Gx62238	-0.065	0.479	0.479
Gx85873	0.005	0.933	0.933
Gx19825	-0.1	0.205	0.205
Gx93656	0.066	0.402	0.402
Gx42566	-0.076	0.575	0.575
Gx59766	-0.111	0.299	0.299
Gx13007	0.058	0.43	0.43
Gx54497	-0.009	0.859	0.859
Gx86411	0.407	0.166	0.166
Gx77952	0.071	0.248	0.248
Gx51564	0.117	0.456	0.456
Gx60226	-0.056	0.859	0.859
Gx23281	0.009	0.96	0.96
Gx27725	0.557	0.176	0.176
Gx98743	0.055	0.648	0.648
Gx10473	0.143	0.244	0.244
Gx34539	-0.086	0.369	0.369
Gx19201	0.005	0.961	0.961
Gx74058	0.093	0.421	0.421
Gx18777	-0.116	0.339	0.339
Gx40005	1.104	0.244	0.244
Gx73992	-0.173	0.367	0.367
Gx84459	-0.007	0.889	0.889
Gx69321	-0.019	0.905	0.905
Gx91649	0.04	0.499	0.499
Gx78302	0.012	0.944	0.944
Gx23569	0.039	0.511	0.511
Gx16529	0.054	0.523	0.523
Gx60935	-0.219	0.231	0.231
Gx42682	-0.134	0.58	0.58
Gx34154	-0.141	0.633	0.633
Gx39580	0.023	0.851	0.851
Gx66601	0.022	0.702	0.702
Gx44715	0.008	0.964	0.964
Gx65820	0.206	0.359	0.359
Gx13783	1.166	0.0214	0.0214
Gx54411	0.077	0.377	0.377
Gx29917	-0.206	0.088	0.088
Gx43918	0.336	0.539	0.539
Gx29878	-0.003	0.99	0.99
Gx77823	-0.05	0.843	0.843
Gx90671	-0.63	0.0402	0.0402
Gx56367	0.109	0.0576	0.0576
Gx49100	-0.325	0.592	0.592
Gx23343	-0.188	0.0696	0.0696
Gx37784	-0.098	0.109	0.109
Gx75661	0.033	0.505	0.505
Gx50612	-0.037	0.92	0.92
Gx72955	-0.09	0.19	0.19
Gx94217	-0.008	0.956	0.956
Gx74888	-0.013	0.837	0.837
Gx97158	0.162	0.405	0.405
Gx84775	-0.126	0.0517	0.0517
Gx89896	0.182	0.58	0.58
Gx94040	-0.038	0.635	0.635
Gx31176	0.2	0.0425	0.0425
Gx82734	0.129	0.383	0.383
Gx20634	-0.291	0.0266	0.0266
Gx35687	0.39	0.111	0.111
Gx24385	-0.08	0.478	0.478
Gx23360	0.066	0.546	0.546
Gx88891	-0.296	0.378	0.378
Gx13678	-0.021	0.78	0.78
Gx82908	-0.139	0.15	0.15
Gx36984	0.14	0.307	0.307
Gx35968	-0.086	0.202	0.202
Gx41645	-0.279	0.671	0.671
Gx81093	0.048	0.761	0.761
Gx37880	-0.052	0.455	0.455
Gx11826	0.148	0.105	0.105
Gx54978	0.54	0.0019	0.0019
Gx45536	0.058	0.284	0.284
Gx79195	-0.062	0.798	0.798
Gx28399	0.199	0.0221	0.0221
Gx85325	-0.021	0.836	0.836
Gx68739	-0.014	0.777	0.777
Gx45055	-0.047	0.341	0.341
Gx51025	-0.004	0.954	0.954
Gx68458	-0.113	0.313	0.313
Gx58235	0.168	0.698	0.698
Gx75322	0.065	0.371	0.371
Gx67719	0.68	0.208	0.208
Gx45444	0.057	0.689	0.689
Gx68194	0.065	0.306	0.306
Gx57232	0.097	0.183	0.183
Gx85338	-0.155	0.213	0.213
Gx49871	0.073	0.253	0.253
Gx82793	0.604	0.564	0.564
Gx13965	0.016	0.936	0.936
Gx17807	-0.054	0.79	0.79
Gx86855	0.065	0.595	0.595
Gx83660	0.204	0.271	0.271
Gx79288	0.021	0.724	0.724
Gx49929	0.056	0.699	0.699
Gx57368	0.012	0.816	0.816
Gx20952	0.032	0.93	0.93
Gx41569	-0.066	0.261	0.261
Gx89247	-0.25	0.109	0.109
Gx99623	-0.27	0.0484	0.0484
Gx93559	0.283	0.248	0.248
Gx48250	-0.486	0.00423	0.00423
Gx70997	-0.016	0.774	0.774
Gx76322	0.106	0.204	0.204
Gx46787	0	0.996	0.996
Gx18185	-0.054	0.588	0.588
Gx23310	-0.09	0.387	0.387
Gx12209	0.032	0.646	0.646
Gx72146	0.205	0.68	0.68
Gx55630	-0.035	0.692	0.692
Gx62550	-0.148	0.325	0.325
Gx90205	-0.937	0.311	0.311
Gx37941	-0.315	0.021	0.021
Gx30431	-0.018	0.79	0.79
Gx54659	-0.165	0.499	0.499
Gx64577	-0.029	0.817	0.817
Gx11236	-0.014	0.8	0.8
Gx94436	0.186	0.318	0.318
Gx69439	-0.06	0.575	0.575
Gx92074	-0.126	0.113	0.113
Gx63390	-0.043	0.877	0.877
Gx43588	0.696	0.348	0.348
Gx42371	0.067	0.248	0.248
Gx35509	0.089	0.0921	0.0921
Gx83013	-0.264	0.0446	0.0446
Gx58152	-0.085	0.387	0.387
Gx13574	0.142	0.424	0.424
Gx31906	-0.042	0.432	0.432
Gx30657	0.123	0.137	0.137
Gx74894	-0.102	0.106	0.106
Gx34356	0.864	0.0715	0.0715
Gx37036	0.001	0.997	0.997
Gx50264	0.035	0.735	0.735
Gx71614	0.017	0.938	0.938
Gx40232	0.106	0.083	0.083
Gx47627	-0.042	0.391	0.391
Gx81406	0.024	0.749	0.749
Gx21142	0.03	0.613	0.613
Gx29819	-0.271	0.333	0.333
Gx72625	0.162	0.319	0.319
Gx53931	-0.001	0.99	0.99
Gx70976	-0.362	0.145	0.145
Gx97718	-1.015	0.0324	0.0324
Gx57076	0.118	0.311	0.311
Gx77824	-0.087	0.422	0.422
Gx61287	-0.11	0.313	0.313
Gx22281	0.122	0.0948	0.0948
Gx63540	-0.038	0.729	0.729
Gx73145	-0.08	0.239	0.239
Gx30798	-0.55	0.0826	0.0826
Gx94568	-0.036	0.609	0.609
Gx60073	-0.173	0.465	0.465
Gx31181	-0.68	0.322	0.322
Gx22804	-0.002	0.974	0.974
Gx98010	-0.072	0.348	0.348
Gx59180	0.162	0.0906	0.0906
Gx35661	0.144	0.651	0.651
Gx31198	0.033	0.631	0.631
Gx58013	-0.148	0.276	0.276
Gx67351	-0.187	0.404	0.404
Gx93988	0.055	0.393	0.393
Gx68959	0.008	0.975	0.975
Gx16507	-0.173	0.126	0.126
Gx43307	0.072	0.41	0.41
Gx23923	0.071	0.269	0.269
Gx47332	0.055	0.595	0.595
Gx50231	0.165	0.213	0.213
Gx22297	-0.101	0.213	0.213
Gx74711	0.037	0.837	0.837
Gx86259	0.006	0.921	0.921
Gx44872	-0.228	0.257	0.257
Gx32680	-0.868	0.0181	0.0181
Gx80344	0.106	0.593	0.593
Gx50182	0.065	0.391	0.391
Gx91283	-0.174	0.0901	0.0901
Gx32465	-0.023	0.711	0.711
Gx12234	0.019	0.732	0.732
Gx91505	-0.016	0.781	0.781
Gx56246	-0.112	0.344	0.344
Gx13454	-0.002	0.989	0.989
Gx37803	0.14	0.444	0.444
Gx74192	0.112	0.276	0.276
Gx16204	-0.013	0.857	0.857
Gx72285	-0.029	0.548	0.548
Gx97096	-0.107	0.176	0.176
Gx89669	-0.106	0.144	0.144
Gx30549	0.636	0.0999	0.0999
Gx37987	-0.14	0.585	0.585
Gx40288	0.879	0.167	0.167
Gx70341	-0.193	0.0139	0.0139
Gx64867	0.057	0.496	0.496
Gx90013	0.086	0.565	0.565
Gx87280	-0.018	0.747	0.747
Gx38493	0.013	0.785	0.785
Gx20878	0.034	0.744	0.744
Gx33639	-0.19	0.4	0.4
Gx66832	0.745	0.0726	0.0726
Gx66967	-0.828	0.0148	0.0148
Gx51095	-0.016	0.741	0.741
Gx77462	-0.068	0.394	0.394
Gx84464	0.388	0.0282	0.0282
Gx39677	0.117	0.422	0.422
Gx65241	-0.063	0.455	0.455
Gx36221	0.023	0.796	0.796
Gx82621	-0.088	0.642	0.642
Gx50076	0.006	0.943	0.943
Gx51591	-0.063	0.359	0.359
Gx17306	0.091	0.43	0.43
Gx22259	0.08	0.141	0.141
Gx13903	0.069	0.28	0.28
Gx79130	-0.005	0.955	0.955
Gx40589	-0.206	0.037	0.037
Gx74372	-0.047	0.498	0.498
Gx46074	-0.119	0.185	0.185
Gx18576	0.518	0.0314	0.0314
Gx28039	0.146	0.114	0.114
Gx33322	0.228	0.0253	0.0253
Gx28416	0.426	0.0119	0.0119
Gx83416	0.016	0.947	0.947
Gx84572	0.037	0.661	0.661
Gx17207	0.316	0.659	0.659
Gx23454	-0.219	0.515	0.515
Gx17552	0.515	0.141	0.141
Gx32674	-0.026	0.859	0.859
Gx64128	-0.312	0.0377	0.0377
Gx77496	-0.15	0.216	0.216
Gx39898	-0.001	0.992	0.992
Gx21307	0.165	0.679	0.679
Gx67531	0.111	0.0572	0.0572
Gx35893	-0.06	0.494	0.494
Gx88538	0.094	0.599	0.599
Gx66825	-0.019	0.706	0.706
Gx54567	0.279	0.215	0.215
Gx89545	0.052	0.469	0.469
Gx77084	0.028	0.591	0.591
Gx21017	-0.186	0.0372	0.0372
Gx47968	0.749	0.127	0.127
Gx17476	-0.051	0.641	0.641
Gx17812	-0.199	0.232	0.232
Gx89658	-0.181	0.0323	0.0323
Gx62932	-0.751	0.0985	0.0985
Gx61880	0.022	0.873	0.873
Gx72247	-0.033	0.631	0.631
Gx12241	0.042	0.638	0.638
Gx66355	-0.145	0.384	0.384
Gx42066	0.041	0.77	0.77
Gx87799	-0.09	0.483	0.483
Gx41941	0.103	0.175	0.175
Gx27949	-0.42	0.02	0.02
Gx15592	0.034	0.787	0.787
Gx22211	-0.133	0.0828	0.0828
Gx54210	0.012	0.794	0.794
Gx13248	0.011	0.869	0.869
Gx91430	0.172	0.243	0.243
Gx29454	0.336	0.019	0.019
Gx56803	0.062	0.458	0.458
Gx25930	0.062	0.381	0.381
Gx18114	-0.023	0.876	0.876
Gx45068	0.13	0.269	0.269
Gx18555	-0.16	0.0904	0.0904
Gx54539	-0.052	0.268	0.268
Gx52912	-0.221	0.099	0.099
Gx77950	0.08	0.228	0.228
Gx59941	0.004	0.97	0.97
Gx17170	-0.13	0.425	0.425
Gx66968	-0.047	0.441	0.441
Gx72744	0.009	0.922	0.922
Gx19898	0.041	0.862	0.862
Gx68065	-0.045	0.833	0.833
Gx56604	0.116	0.114	0.114
Gx25943	0.034	0.678	0.678
Gx90660	-0.078	0.367	0.367
Gx41702	-0.181	0.421	0.421
Gx24506	-0.326	0.443	0.443
Gx10834	0.084	0.116	0.116
Gx58264	0.684	0.249	0.249
Gx53460	0.054	0.281	0.281
Gx20781	0	0.996	0.996
Gx53266	-0.048	0.512	0.512
Gx35804	0.13	0.0452	0.0452
Gx29946	0.381	0.0142	0.0142
Gx25913	-0.13	0.503	0.503
Gx23235	-0.389	0.0037	0.0037
Gx56143	-0.224	0.00699	0.00699
Gx39113	-0.209	0.257	0.257
Gx18627	-0.009	0.963	0.963
Gx79291	-0.197	0.393	0.393
Gx21020	-0.024	0.63	0.63
Gx91301	0.138	0.751	0.751
Gx59710	0.003	0.986	0.986
Gx59350	0.207	0.506	0.506
Gx58109	-0.199	0.0147	0.0147
Gx91609	0.012	0.936	0.936
Gx37167	0.144	0.0526	0.0526
Gx38247	-0.139	0.498	0.498
Gx13578	-0.484	0.0252	0.0252
Gx57663	-0.076	0.373	0.373
Gx38991	-0.051	0.325	0.325
Gx90174	0.08	0.583	0.583
Gx25378	0.226	0.0358	0.0358
Gx11986	-0.472	0.0245	0.0245
Gx17436	-0.073	0.467	0.467
Gx94551	-0.063	0.394	0.394
Gx34887	0.02	0.71	0.71
Gx50088	-0.556	0.0854	0.0854
Gx28734	0.039	0.664	0.664
Gx60187	0.072	0.32	0.32
Gx23021	0.021	0.714	0.714
Gx97557	0.002	0.987	0.987
Gx24986	0.182	0.714	0.714
Gx51162	-0.224	0.0711	0.0711
Gx38158	0.035	0.648	0.648
Gx27515	-0.019	0.687	0.687
Gx53783	0.14	0.173	0.173
Gx15033	-0.013	0.933	0.933
Gx89494	0.071	0.239	0.239
Gx33946	0.299	0.175	0.175
Gx89416	0.089	0.257	0.257
Gx71779	-0.904	0.08	0.08
Gx41124	-1.427	0.00655	0.00655
Gx42436	-0.23	0.0302	0.0302
Gx25566	-0.067	0.415	0.415
Gx41688	0.061	0.31	0.31
Gx83666	0.024	0.604	0.604
Gx37128	0.261	0.363	0.363
Gx33560	-0.071	0.483	0.483
Gx36659	-0.033	0.62	0.62
Gx32209	-0.019	0.719	0.719
Gx46957	-0.12	0.199	0.199
Gx35515	-0.111	0.548	0.548
Gx11333	0.061	0.594	0.594
Gx88544	-0.467	0.0314	0.0314
Gx60701	0.026	0.821	0.821
Gx68882	-0.012	0.879	0.879
Gx96306	-0.06	0.369	0.369
Gx37540	-0.154	0.223	0.223
Gx51239	0.25	0.0343	0.0343
Gx16141	0.081	0.679	0.679
Gx81565	0.145	0.448	0.448
Gx18261	-0.033	0.598	0.598
Gx71584	-0.011	0.817	0.817
Gx11798	0.205	0.024	0.024
Gx90431	-0.052	0.753	0.753
Gx57613	-0.202	0.206	0.206
Gx25230	0.828	0.00925	0.00925
Gx28053	0.401	0.00251	0.00251
Gx24257	0.041	0.43	0.43
Gx97262	0.104	0.461	0.461
Gx51756	0.018	0.728	0.728
Gx18963	-0.048	0.581	0.581
Gx61529	-0.192	0.342	0.342
Gx85685	-0.102	0.267	0.267
Gx26971	0.055	0.635	0.635
Gx18562	0.077	0.685	0.685
Gx96226	0.026	0.632	0.632
Gx14100	-0.013	0.896	0.896
Gx17213	0.405	0.033	0.033
Gx71600	0.003	0.974	0.974
Gx54297	-0.035	0.801	0.801
Gx91068	-0.089	0.344	0.344
Gx11806	-0.051	0.37	0.37
Gx92990	0.013	0.927	0.927
Gx98380	-0.213	0.17	0.17
Gx83350	0.406	0.1	0.1
Gx85418	-0.129	0.475	0.475
Gx56928	-0.095	0.632	0.632
Gx63077	-0.499	0.0961	0.0961
Gx94033	0.375	0.325	0.325
Gx40215	-0.039	0.932	0.932
Gx95544	0.1	0.111	0.111
Gx37953	-0.101	0.143	0.143
Gx18867	-0.146	0.571	0.571
Gx91817	0.099	0.157	0.157
Gx53027	-0.069	0.549	0.549
Gx45222	0.086	0.572	0.572
Gx30314	0.316	0.00589	0.00589
Gx63615	0.09	0.821	0.821
Gx28491	0.044	0.672	0.672
Gx91718	-0.001	0.98	0.98
Gx49694	-0.042	0.803	0.803
Gx82361	0.08	0.435	0.435
Gx81501	-0.115	0.441	0.441
Gx81389	0.098	0.192	0.192
Gx22750	-0.046	0.474	0.474
Gx23601	-0.367	0.0132	0.0132
Gx56624	0.062	0.635	0.635
Gx65234	-0.051	0.594	0.594
Gx36784	0.157	0.433	0.433
Gx16412	-0.155	0.112	0.112
Gx77822	-0.436	0.00908	0.00908
Gx91541	-0.181	0.0148	0.0148
Gx21201	0.08	0.201	0.201
Gx14145	0.023	0.699	0.699
Gx75776	0.058	0.823	0.823
Gx17899	0.058	0.734	0.734
Gx62005	-0.222	0.0738	0.0738
Gx84809	-0.02	0.75	0.75
Gx48748	0.504	0.123	0.123
Gx31219	-0.304	0.126	0.126
Gx42003	-0.045	0.613	0.613
Gx28598	0.054	0.611	0.611
Gx94410	0.139	0.0344	0.0344
Gx58068	0.125	0.0675	0.0675
Gx72929	0.017	0.766	0.766
Gx49055	-0.194	0.13	0.13
Gx38021	-0.031	0.646	0.646
Gx28486	0.116	0.191	0.191
Gx86672	0.06	0.284	0.284
Gx82701	-0.102	0.805	0.805
Gx61692	-0.091	0.111	0.111
Gx96420	-0.507	0.0027	0.0027
Gx68918	0.035	0.802	0.802
Gx94821	0.02	0.9	0.9
Gx39312	-0.005	0.967	0.967
Gx85111	-1.126	0.0636	0.0636
Gx32183	0.533	0.158	0.158
Gx49340	-0.188	0.179	0.179
Gx86503	-0.075	0.724	0.724
Gx69809	-0.011	0.835	0.835
Gx41071	-0.225	0.131	0.131
Gx35630	-0.032	0.818	0.818
Gx27749	-0.099	0.398	0.398
Gx33362	-0.089	0.357	0.357
Gx98285	-0.031	0.737	0.737
Gx94310	0.166	0.0409	0.0409
Gx23079	-0.147	0.33	0.33
Gx27118	-0.056	0.254	0.254
Gx47873	-0.095	0.191	0.191
Gx45477	-0.196	0.109	0.109
Gx75472	-0.086	0.202	0.202
Gx21419	0.373	0.182	0.182
Gx70902	0.077	0.356	0.356
Gx20457	0.045	0.666	0.666
Gx66605	0.051	0.601	0.601
Gx77297	-0.015	0.809	0.809
Gx52680	0.098	0.232	0.232
Gx21411	0.032	0.79	0.79
Gx58146	-0.303	0.44	0.44
